nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0000499	Bai Ling	1966	\N	actress,producer,writer	tt0405336,tt1121931,tt0119994,tt0109506
nm0000500	Richard Linklater	1960	\N	producer,director,writer	tt2209418,tt1065073,tt0405296,tt0243017
nm0000501	Ray Liotta	1954	\N	actor,producer,soundtrack	tt0314123,tt0099685,tt0365686,tt0272207
nm0000502	Christopher Lloyd	1938	\N	actor,soundtrack	tt0096438,tt0099088,tt0088763,tt0106220
nm0000503	Emily Lloyd	1970	\N	actress	tt0105265,tt0114917,tt0094331,tt0097570
nm0000504	Amy Locane	1971	\N	actress,soundtrack	tt0099329,tt0274812,tt0109068,tt0109306
nm0000505	Nia Long	1970	\N	actress,soundtrack	tt2083355,tt0208003,tt0181984,tt0197182
nm0000506	Julia Louis-Dreyfus	1961	\N	actress,producer,soundtrack	tt2390361,tt0462128,tt1759761,tt0098904
nm0000507	Rob Lowe	1964	\N	actor,producer,soundtrack	tt0118884,tt0090060,tt0086066,tt0105793
nm0000508	Carey Lowell	1961	\N	actress	tt0108160,tt0113627,tt0098844,tt0097742
nm0000509	Bela Lugosi	1882	1956	actor,costume_department,soundtrack	tt0024188,tt0021814,tt0024894,tt0045826
nm0000510	Andie MacDowell	1958	\N	actress,producer,soundtrack	tt0107048,tt0109831,tt0102070,tt0098724
nm0000511	Shirley MacLaine	1934	\N	actress,soundtrack,writer	tt0098384,tt0048750,tt0086425,tt0053604
nm0000512	Elle Macpherson	1964	\N	actress,producer	tt0118688,tt0119051,tt0116606,tt0111201
nm0000513	William H. Macy	1950	\N	actor,writer,soundtrack	tt1586680,tt0116282,tt0120789,tt0175880
nm0000514	Michael Madsen	1957	\N	actor,producer,writer	tt3460252,tt0378194,tt0266697,tt0105236
nm0000515	Virginia Madsen	1961	\N	actress,producer,soundtrack	tt0087182,tt0103919,tt0114194,tt0375063
nm0000516	Lee Majors	1939	\N	actor,music_department,producer	tt0096061,tt0081859,tt0071054,tt0063811
nm0000517	Terrence Malick	1943	\N	writer,producer,director	tt0478304,tt0120863,tt0077405,tt0069762
nm0000518	John Malkovich	1953	\N	actor,producer,director	tt0120601,tt0120744,tt0107206,tt0094947
nm0000519	David Mamet	1947	\N	writer,producer,director	tt0120885,tt0093223,tt0094226,tt0120202
nm0000520	Michael Mann	1943	\N	producer,writer,director	tt0140352,tt0091474,tt0104691,tt0369339
nm0000521	Sophie Marceau	1966	\N	actress,director,writer	tt0143145,tt0112573,tt1194616,tt0082100
nm0000522	Vanessa Marcil	1968	\N	actress	tt0364828,tt0117500,tt0098749,tt0056758
nm0000523	Julianna Margulies	1966	\N	actress,producer,soundtrack	tt0417148,tt0108757,tt1174730,tt0288477
nm0000524	Mary Stuart Masterson	1966	\N	actress,producer,director	tt0106387,tt0101921,tt0418586,tt0094006
nm0000525	Heather Matarazzo	1982	\N	actress,producer,writer	tt0332375,tt0114906,tt0498353,tt0247638
nm0000526	Samantha Mathis	1970	\N	actress,soundtrack	tt0108255,tt0110367,tt0330793,tt0144084
nm0000527	Walter Matthau	1920	2000	actor,soundtrack,director	tt0107050,tt0063374,tt0060424,tt0069865
nm0000528	Mathilda May	1965	\N	actress,miscellaneous,soundtrack	tt0102130,tt0119395,tt0089489,tt0092797
nm0000529	Debi Mazar	1964	\N	actress,make_up_department,producer	tt0387199,tt0140352,tt0112950,tt1674771
nm0000530	Andrew McCarthy	1962	\N	actor,director,producer	tt0098627,tt2741602,tt0091790,tt2372162
nm0000531	Frances McDormand	1957	\N	actress,producer,soundtrack	tt1748122,tt0181875,tt0116282,tt5027774
nm0000532	Malcolm McDowell	1943	\N	actor,producer,soundtrack	tt0066921,tt0373883,tt0080025,tt0111280
nm0000533	Gates McFadden	1949	\N	actress,miscellaneous,director	tt0117731,tt0120844,tt0253754,tt0111280
nm0000534	Kelly McGillis	1957	\N	actress,producer,soundtrack	tt0093467,tt0092099,tt0094608,tt0090329
nm0000535	Rose McGowan	1973	\N	actress,soundtrack,writer	tt0462322,tt1028528,tt1077258,tt0158552
nm0000536	Robert Duncan McNeill	1964	\N	actor,producer,director	tt0112178,tt0093507,tt0934814,tt0387054
nm0000537	Steve McQueen	1930	1980	actor,producer,soundtrack	tt0072308,tt0057115,tt0062765,tt0070511
nm0000538	Colm Meaney	1953	\N	actor,producer,soundtrack	tt0106145,tt0375912,tt0118880,tt0105690
nm0000539	Dina Meyer	1968	\N	actress,producer	tt0120201,tt0432348,tt0113481,tt0387564
nm0000540	Russ Meyer	1922	2004	director,writer,producer	tt0073768,tt0059170,tt0075376,tt0078846
nm0000541	Bette Midler	1945	\N	soundtrack,actress,producer	tt0116313,tt0079826,tt0101902,tt0107120
nm0000542	Penelope Ann Miller	1964	\N	actress,soundtrack	tt0099615,tt0092513,tt0106519,tt1655442
nm0000543	Sal Mineo	1939	1976	actor,soundtrack,music_department	tt0048545,tt0053804,tt0067065,tt0049261
nm0000544	Carmen Miranda	1909	1955	soundtrack,actress,miscellaneous	tt0036881,tt0039277,tt0037295,tt0035916
nm0000545	Helen Mirren	1945	\N	actress,director,producer	tt0280707,tt0436697,tt0975645,tt1245526
nm0000546	Matthew Modine	1959	\N	actor,producer,director	tt1345836,tt0093058,tt2932536,tt0108122
nm0000547	Alfred Molina	1953	\N	actor,producer,soundtrack	tt0241303,tt0118749,tt0316654,tt0120679
nm0000548	Elizabeth Montgomery	1933	1995	actress,soundtrack,miscellaneous	tt0073273,tt0057733,tt0076981,tt0088713
nm0000549	Roger Moore	1927	2017	actor,miscellaneous,producer	tt0076752,tt0086034,tt0079574,tt0070328
nm0000550	Kate Mulgrew	1955	\N	actress	tt0112178,tt0089901,tt2372162,tt0253754
nm0000551	Dermot Mulroney	1963	\N	actor,soundtrack,music_department	tt0096487,tt0119738,tt1322269,tt0372532
nm0000552	Eddie Murphy	1961	\N	actor,writer,producer	tt0443489,tt0094898,tt0126029,tt0117218
nm0000553	Liam Neeson	1952	\N	actor,producer,soundtrack	tt0362269,tt0108052,tt1601913,tt0429493
nm0000554	Sam Neill	1947	\N	actor,director,writer	tt4698684,tt0163025,tt0107822,tt0107290
nm0000555	Judd Nelson	1959	\N	actor,writer,producer	tt0092106,tt0090060,tt0088847,tt0102526
nm0000556	Olivia Newton-John	1948	\N	soundtrack,actress,music_department	tt0077631,tt0204640,tt0086494,tt0081777
nm0000557	Brigitte Nielsen	1963	\N	actress,soundtrack,producer	tt0089893,tt0092644,tt5073058
nm0000558	Leslie Nielsen	1926	2010	actor,producer,soundtrack	tt0049223,tt0080339,tt0095705,tt0102510
nm0000559	Leonard Nimoy	1931	2015	actor,director,producer	tt0796366,tt0102975,tt0092007,tt1399103
nm0000560	Nick Nolte	1941	\N	actor,producer	tt0102713,tt0083511,tt0118564,tt1291584
nm0000561	Peter North	1957	\N	actor,director,producer	tt0378461,tt0090939,tt0160323,tt0183057
nm0000562	Jeremy Northam	1961	\N	actor,soundtrack	tt0155388,tt0280707,tt0284978,tt0116191
nm0000563	Chris O'Donnell	1970	\N	actor,producer,director	tt0190865,tt0118688,tt0105323,tt0108333
nm0000564	Peter O'Toole	1932	2013	actor,soundtrack,producer	tt0056172,tt0084370,tt0081568,tt0063227
nm0000565	Lena Olin	1955	\N	actress	tt0096332,tt0107983,tt0241303,tt0285333
nm0000566	Julia Ormond	1965	\N	actress,producer	tt1655420,tt0421715,tt0114319,tt0110322
nm0000567	George Orwell	1903	1950	writer	tt2467700,tt0048918,tt0087803,tt1785318
nm0000568	Frank Oz	1944	\N	actor,miscellaneous,soundtrack	tt0121765,tt0087755,tt0074028,tt0079588
nm0000569	Gwyneth Paltrow	1972	\N	actress,soundtrack,producer	tt1300854,tt0120148,tt0138097,tt0371746
nm0000570	Alan Parker	1944	\N	director,writer,soundtrack	tt0095647,tt0101605,tt0116250,tt0077928
nm0000571	Mary-Louise Parker	1964	\N	actress,soundtrack,miscellaneous	tt0790736,tt0439100,tt0318997,tt1245526
nm0000572	Sarah Jessica Parker	1965	\N	actress,producer,miscellaneous	tt0159206,tt1261945,tt0427229,tt1000774
nm0000573	Dolly Parton	1946	\N	soundtrack,music_department,actress	tt0073984,tt0080319,tt0092342,tt0162822
nm0000574	Jason Patric	1966	\N	actor,producer	tt0120179,tt0272207,tt0117665,tt0093437
nm0000575	Alexandra Paul	1963	\N	actress,producer,writer	tt3153702,tt0117723,tt0085333,tt0092925
nm0000576	Sean Penn	1960	\N	actor,producer,director	tt0315733,tt0112818,tt0327056,tt1013753
nm0000577	George Peppard	1928	1994	actor,assistant_director,soundtrack	tt0057917,tt0054698,tt0060177,tt0053917
nm0000578	Anthony Perkins	1932	1992	actor,soundtrack,director	tt0049233,tt0054215,tt0086154,tt0091799
nm0000579	Ron Perlman	1950	\N	actor,producer,soundtrack	tt0167190,tt0411477,tt3973768,tt0092319
nm0000580	Luke Perry	1966	\N	actor,producer,soundtrack	tt0109021,tt0103893,tt0119116,tt0098749
nm0000581	Joseph L. Mankiewicz	1909	1993	writer,producer,director	tt0048140,tt0069281,tt0041587,tt0042192
nm0000582	Joe Pesci	1943	\N	actor,soundtrack	tt0112641,tt0104952,tt0099685,tt0081398
nm0000583	Wolfgang Petersen	1941	\N	director,writer,producer	tt0082096,tt0089092,tt0118571,tt0114069
nm0000584	Amanda Peterson	1971	2015	actress	tt0092488,tt0089114,tt0083564,tt0092718
nm0000585	Robert Picardo	1953	\N	actor,soundtrack,writer	tt0117731,tt0093260,tt0112178,tt0094433
nm0000586	Jada Pinkett Smith	1971	\N	actress,producer,writer	tt0369339,tt0351283,tt0234215,tt0242653
nm0000587	Donald Pleasence	1919	1995	actor,writer,soundtrack	tt0095271,tt0082495,tt0077651,tt0057115
nm0000588	Martha Plimpton	1970	\N	actress,soundtrack,writer	tt0089218,tt0098067,tt0091557,tt0115639
nm0000589	Eve Plumb	1958	\N	actress,soundtrack,producer	tt2359024,tt0074376,tt0063878,tt0203259
nm0000590	Edgar Allan Poe	1809	1849	writer,soundtrack,miscellaneous	tt4126972,tt0379889,tt4330364,tt1772264
nm0000591	Roman Polanski	1933	\N	actor,director,writer	tt1692486,tt1139328,tt0074811,tt0071315
nm0000592	Pete Postlethwaite	1946	2011	actor,producer	tt1375666,tt0840361,tt0119567,tt0114814
nm0000593	Kelly Preston	1962	\N	actress,soundtrack	tt0185183,tt0116695,tt0312528,tt0286788
nm0000594	Jason Priestley	1969	\N	actor,producer,director	tt0098749,tt5722298,tt2334593,tt1558182
nm0000595	Victoria Principal	1950	\N	actress,producer,executive	tt0068853,tt0077000,tt0075393,tt0071455
nm0000596	Jonathan Pryce	1947	\N	actor,soundtrack	tt0120347,tt0325980,tt0088846,tt0104348
nm0000597	Bill Pullman	1953	\N	actor,director,soundtrack	tt0094012,tt0139414,tt0116629,tt1628841
nm0000598	Dennis Quaid	1954	\N	actor,producer,soundtrack	tt0319262,tt0385267,tt0297884,tt0186151
nm0000599	Kathleen Quinlan	1954	\N	actress,producer,soundtrack	tt0112384,tt0454841,tt0084049,tt0118771
nm0000600	Sam Raimi	1959	\N	producer,writer,director	tt0145487,tt0106308,tt0083907,tt0099365
nm0000601	Harold Ramis	1944	2014	writer,actor,producer	tt0478311,tt0107048,tt0087332,tt0083131
nm0000602	Robert Redford	1936	\N	producer,actor,director	tt1381404,tt0064115,tt0105265,tt2017038
nm0000603	Vanessa Redgrave	1937	\N	actress,soundtrack,producer	tt1372686,tt0892318,tt1327773,tt0783233
nm0000604	John C. Reilly	1965	\N	actor,writer,producer	tt2015381,tt1772341,tt0118749,tt0841046
nm0000605	Brad Renfro	1982	2008	actor,soundtrack,writer	tt0366627,tt0118636,tt0242193,tt0162346
nm0000606	Jean Reno	1948	\N	actor	tt0095250,tt0122690,tt0110413,tt0281364
nm0000607	Paul Reubens	1952	\N	actor,writer,director	tt0094744,tt0090500,tt0251640,tt0089791
nm0000608	Burt Reynolds	1936	\N	actor,director,producer	tt0076729,tt0117765,tt0118749,tt0068473
nm0000609	Ving Rhames	1959	\N	actor,producer,writer	tt0110912,tt2381249,tt0317919,tt0120755
nm0000610	Giovanni Ribisi	1974	\N	actor,soundtrack,cinematographer	tt0120815,tt0499549,tt0346156,tt0181984
nm0000611	Ariana Richards	1979	\N	actress	tt0119567,tt0100814,tt0107290,tt0100666
nm0000612	Denise Richards	1971	\N	actress,producer,soundtrack	tt0120201,tt0143145,tt0314331,tt0120890
nm0000613	Joely Richardson	1965	\N	actress,producer,soundtrack	tt0119081,tt0187393,tt0361217,tt1881002
nm0000614	Alan Rickman	1946	2016	actor,soundtrack,writer	tt0102798,tt0095016,tt1201607,tt0177789
nm0000615	John Ritter	1948	2003	actor,producer,soundtrack	tt0075596,tt0117666,tt0307987,tt0312081
nm0000616	Eric Roberts	1956	\N	actor,producer,soundtrack	tt1632701,tt0468569,tt0089941,tt0413573
nm0000617	Tanya Roberts	1955	\N	actress,producer	tt0083630,tt0088103,tt0090264,tt0165598
nm0000618	Isabella Rossellini	1952	\N	actress,director,writer	tt0106881,tt0104070,tt2316411,tt0090756
nm0000619	Tim Roth	1961	\N	actor,producer,soundtrack	tt0110912,tt0114287,tt0133152,tt3460252
nm0000620	Mickey Rourke	1952	\N	actor,writer,music_department	tt0401792,tt0092563,tt1228705,tt1125849
nm0000621	Kurt Russell	1951	\N	actor,producer,writer	tt0116253,tt0098439,tt3460252,tt0116225
nm0000622	Theresa Russell	1957	\N	actress,soundtrack,miscellaneous	tt0080408,tt0413300,tt0120890,tt0090738
nm0000623	Rene Russo	1954	\N	actress,producer	tt0155267,tt0117438,tt2872718,tt0122151
nm0000624	Laura San Giacomo	1962	\N	actress	tt0102744,tt0100405,tt0118364,tt0098724
nm0000625	Fred Savage	1976	\N	actor,director,producer	tt0094582,tt1073507,tt4481322,tt5565334
nm0000626	John Sayles	1950	\N	writer,actor,director	tt0095082,tt0087004,tt0116905,tt0119657
nm0000627	Greta Scacchi	1960	\N	actress	tt0116191,tt0117442,tt0217629,tt0105151
nm0000628	Johnathon Schaech	1969	\N	actor,writer,producer	tt2249007,tt3963816,tt4532368,tt0926129
nm0000629	Claudia Schiffer	1970	\N	actress,producer	tt2802144,tt0314331,tt0196229,tt0110989
nm0000630	Liev Schreiber	1967	\N	actor,producer,miscellaneous	tt0458525,tt0404030,tt0368008,tt1895587
nm0000631	Ridley Scott	1937	\N	producer,director,production_designer	tt0078748,tt3659388,tt0103074,tt0172495
nm0000632	Jerry Seinfeld	1954	\N	writer,actor,producer	tt2314952,tt0098904,tt0389790,tt0500140
nm0000633	Tom Selleck	1945	\N	actor,producer,writer	tt0080240,tt0094137,tt0119360,tt1595859
nm0000634	Peter Sellers	1925	1980	actor,soundtrack,writer	tt0075066,tt0078841,tt0057012,tt0057413
nm0000635	Yahoo Serious	1953	\N	director,actor,writer	tt0096486,tt0156807,tt0107930,tt1464601
nm0000636	William Shakespeare	1564	1616	writer,soundtrack,miscellaneous	tt5932378,tt5664188,tt3390572,tt2338888
nm0000637	Tupac Shakur	1971	1996	soundtrack,actor,composer	tt0104573,tt0118900,tt0109035,tt0107840
nm0000638	William Shatner	1931	\N	actor,writer,producer	tt0092007,tt0088170,tt0084726,tt0098382
nm0000639	Ally Sheedy	1962	\N	actress,producer,soundtrack	tt0091949,tt0139362,tt0088847,tt0086567
nm0000640	Martin Sheen	1940	\N	actor,producer,soundtrack	tt0200276,tt0078788,tt0407887,tt0069762
nm0000641	Gary Sinise	1955	\N	actor,producer,director	tt0117438,tt0112384,tt0109830,tt0105046
nm0000642	Marina Sirtis	1955	\N	actress,producer	tt0111280,tt0120844,tt0117731,tt0375679
nm0000643	Tom Skerritt	1933	\N	actor,director,producer	tt0092099,tt0078748,tt0066026,tt0118884
nm0000644	Helen Slater	1963	\N	actress,soundtrack,writer	tt0088206,tt0093936,tt0089470,tt0101587
nm0000645	Anna Nicole Smith	1967	2007	miscellaneous,actress,producer	tt0377471,tt0114467,tt0758754,tt0110622
nm0000646	Jaclyn Smith	1945	\N	actress,producer	tt0082572,tt0073972,tt0065374,tt0094791
nm0000647	Alan Smithee	\N	\N	director,actor,writer	tt0097410,tt0096875,tt0118577,tt0116514
nm0000648	Wesley Snipes	1962	\N	actor,producer,soundtrack	tt0102526,tt0106697,tt0105812,tt0120611
nm0000649	Paul Sorvino	1939	\N	actor,soundtrack,director	tt0963194,tt0102803,tt0113987,tt0099685
nm0000650	Talisa Soto	1967	\N	actress	tt0117723,tt0097742,tt0119707,tt0113855
nm0000651	Sissy Spacek	1949	\N	actress,soundtrack,art_department	tt1454029,tt0247425,tt0074285,tt0080549
nm0000652	James Spader	1960	\N	actor,producer	tt2395427,tt2741602,tt0098724,tt0402711
nm0000653	Brent Spiner	1949	\N	actor,soundtrack,director	tt0253754,tt0116629,tt0117731,tt1628841
nm0000654	Terence Stamp	1938	\N	actor,soundtrack,director	tt0165854,tt1047011,tt1385826,tt0109045
nm0000655	Eric Stoltz	1961	\N	actor,producer,director	tt0116695,tt0289879,tt0114194,tt0110912
nm0000656	Madeleine Stowe	1958	\N	actress,director,writer	tt0144214,tt0104691,tt0108122,tt0114746
nm0000657	David Strathairn	1949	\N	actor,producer,soundtrack	tt0105435,tt0433383,tt0095082
nm0000658	Meryl Streep	1949	\N	actress,soundtrack,producer	tt0918927,tt1322269,tt0458352,tt0089755
nm0000659	Barbra Streisand	1942	\N	soundtrack,producer,actress	tt0070903,tt0086619,tt0117057,tt0062994
nm0000660	Tami Stronach	1972	\N	actress	tt0088323,tt6557704,tt3222644,tt1354693
nm0000661	Donald Sutherland	1935	\N	actor,soundtrack,producer	tt0077745,tt0414387,tt1951264,tt1951265
nm0000662	Kiefer Sutherland	1966	\N	actor,producer,miscellaneous	tt0285331,tt0183649,tt0790686,tt1921064
nm0000663	Dominique Swain	1980	\N	actress,producer,soundtrack	tt0119558,tt0203975,tt0426883,tt0119094
nm0000664	Patrick Swayze	1952	2009	actor,soundtrack,producer	tt0102685,tt0098206,tt0092890,tt0099653
nm0000665	D.B. Sweeney	1961	\N	actor,soundtrack,director	tt0463963,tt0104040,tt0328880,tt0130623
nm0000666	Lili Taylor	1967	\N	actress,writer,soundtrack	tt0116594,tt1457767,tt3488298
nm0000667	David Thewlis	1963	\N	actor,writer,soundtrack	tt0304141,tt2401878,tt0107653,tt2980516
nm0000668	Emma Thompson	1959	\N	actress,writer,soundtrack	tt2140373,tt0107943,tt0114388,tt0314331
nm0000669	Fred Dalton Thompson	1942	2015	actor	tt0093640,tt0099423,tt0099810,tt1922777
nm0000670	Lea Thompson	1961	\N	actress,producer,director	tt0088763,tt0096874,tt0091225,tt0094006
nm0000671	Billy Bob Thornton	1955	\N	actor,writer,director	tt0120324,tt0120591,tt0117666,tt0285742
nm0000672	Meg Tilly	1960	\N	actress,writer	tt0085244,tt0086154,tt0088683,tt1955311
nm0000673	Marisa Tomei	1964	\N	actress,producer	tt0247425,tt1125849,tt0104952,tt1596363
nm0000674	Tamlyn Tomita	1966	\N	actress	tt0113101,tt0091326,tt0319262,tt0406759
nm0000675	Jeanne Tripplehorn	1963	\N	actress,soundtrack	tt0106918,tt0114898,tt0130121,tt0103772
nm0000676	Chris Tucker	1971	\N	actor,soundtrack,writer	tt1045658,tt0120812,tt0293564,tt0266915
nm0000677	Robin Tunney	1972	\N	actress,soundtrack	tt0112950,tt0190865,tt0146675,tt0115963
nm0000678	Kathleen Turner	1954	\N	actress,producer,soundtrack	tt0098621,tt0082089,tt0088011,tt0091738
nm0000679	Deborah Kara Unger	1966	\N	actress,producer	tt0119174,tt0384537,tt0317042,tt1441912
nm0000680	Casper Van Dien	1968	\N	actor,producer,director	tt0162661,tt4642170,tt0120201,tt0120856
nm0000681	Vince Vaughn	1970	\N	producer,actor,writer	tt2234155,tt0452594,tt0396269,tt1078940
nm0000682	Paul Verhoeven	1938	\N	director,producer,writer	tt0093870,tt0164052,tt0389557,tt3716530
nm0000683	Gore Vidal	1925	2012	writer,actor	tt0119177,tt0111732,tt0041061,tt0080491
nm0000684	Nana Visitor	1957	\N	actress,soundtrack	tt2637276,tt0758746,tt0485301,tt0106145
nm0000685	Jon Voight	1938	\N	actor,producer,writer	tt0068473,tt0064665,tt0418279,tt0118615
nm0000686	Christopher Walken	1943	\N	actor,soundtrack,miscellaneous	tt1931533,tt0077416,tt0264464,tt0427327
nm0000687	J.T. Walsh	1943	1998	actor	tt0104257,tt0118771,tt0093105,tt0117666
nm0000688	Sela Ward	1956	\N	actress,producer	tt0814335,tt0106977,tt1628841,tt2267998
nm0000689	Julie Warner	1965	\N	actress,director,producer	tt0099582,tt0200337,tt0101745,tt0114694
nm0000690	Lesley Ann Warren	1946	\N	actress,soundtrack,producer	tt4197508,tt0088930,tt2817246,tt0057950
nm0000691	John Waters	1946	\N	actor,writer,director	tt0099329,tt0126604,tt0387575,tt0095270
nm0000692	Teri Weigel	1962	\N	actress	tt0104511,tt0100403,tt0097332,tt0100114
nm0000693	Peter Weller	1947	\N	actor,director,soundtrack	tt1408101,tt0100502,tt0093870,tt0102511
nm0000694	Wim Wenders	1945	\N	director,producer,writer	tt0101458,tt0093191,tt0087884,tt0107209
nm0000695	Joanne Whalley	1961	\N	actress	tt0914837,tt0120483,tt0096446,tt0090424
nm0000696	Wil Wheaton	1972	\N	actor,writer,producer	tt0092005,tt0092455,tt0103112,tt0084649
nm0000697	Billy Wilder	1906	2002	writer,director,producer	tt0043014,tt0047437,tt0053291,tt0053604
nm0000698	Gene Wilder	1933	2016	actor,soundtrack,writer	tt0075223,tt0063462,tt0067992,tt0072431
nm0000699	Michael Wincott	1958	\N	actor	tt0115632,tt0486674,tt0096219,tt0475784
nm0000700	Debra Winger	1955	\N	actress,producer,soundtrack	tt0086425,tt0084434,tt0081696,tt1084950
nm0000701	Kate Winslet	1975	\N	actress,soundtrack	tt0959337,tt0114388,tt0120338,tt0338013
nm0000702	Reese Witherspoon	1976	\N	actress,producer,soundtrack	tt0126886,tt0250494,tt2305051,tt0358273
nm0000703	BD Wong	1960	\N	actor,soundtrack	tt0107290,tt4158110,tt0120762,tt0369610
nm0000704	Elijah Wood	1981	\N	actor,producer,soundtrack	tt0167260,tt0120737,tt0167261,tt0107034
nm0000705	Robin Wright	1966	\N	actress,producer,director	tt0217869,tt0109830,tt0442933,tt0093779
nm0000706	Michelle Yeoh	1962	\N	actress,producer,writer	tt3896198,tt0120347,tt1302011,tt0190332
nm0000707	Sean Young	1959	\N	actress,miscellaneous,director	tt0093640,tt0109040,tt0083658,tt0087182
nm0000708	Billy Zane	1966	\N	actor,producer,soundtrack	tt0096874,tt0097162,tt0117331,tt0120338
nm0000709	Robert Zemeckis	1951	\N	producer,writer,director	tt0118884,tt0109830,tt0088763,tt1907668
nm0000710	David Raksin	1912	2004	music_department,composer,soundtrack	tt0027977,tt0037008,tt0119668,tt0458339
nm0000711	Rick Baker	1950	\N	make_up_department,special_effects,actor	tt0133152,tt0170016,tt0780653,tt0119654
nm0000712	Steve Cohen	\N	\N	assistant_director,miscellaneous,director	tt0089218,tt0143213,tt0363685,tt0098844
nm0000713	Joel Oliansky	1935	2002	writer,director,actor	tt0080556,tt0205655,tt0081900,tt0069599
nm0000714	Willie Aames	1960	\N	actor,writer,director	tt0084945,tt0086681,tt0075500
nm0000715	Caroline Aaron	1952	\N	actress,producer	tt1232829,tt0099487,tt0118954,tt0108160
nm0000716	Paula Abdul	1962	\N	soundtrack,actress,miscellaneous	tt0116695,tt0169547,tt0358082,tt0093894
nm0000717	Kareem Abdul-Jabbar	1947	\N	actor,producer,writer	tt0089155,tt0080339,tt0131857,tt0113097
nm0000718	Ian Abercrombie	1934	2012	actor,miscellaneous	tt1185834,tt0312098,tt0460829,tt0106308
nm0000719	F. Murray Abraham	1939	\N	actor,soundtrack	tt0107362,tt0086879,tt0113819,tt2278388
nm0000720	Jim Abrahams	1944	\N	writer,producer,director	tt0102059,tt0080339,tt0083466,tt0088286
nm0000721	Victoria Abril	1959	\N	actress,soundtrack	tt0101026,tt0284491,tt0103030,tt0101317
nm0000722	Joss Ackland	1928	\N	actor,soundtrack	tt0099810,tt0078480,tt0097733,tt0101452
nm0000723	Deborah Adair	1952	\N	actress	tt0081856,tt0099701,tt0058796,tt0069658
nm0000724	Brooke Adams	1949	\N	actress,producer,writer	tt0077745,tt0079013,tt0077405,tt0085407
nm0000725	Joey Lauren Adams	1968	\N	actress,soundtrack,director	tt2996684,tt0106677,tt0118842,tt0142342
nm0000726	Maud Adams	1945	\N	actress,director	tt0083178,tt0086034,tt0071807,tt0073631
nm0000727	Percy Adlon	1935	\N	director,writer,producer	tt0090377,tt0095801,tt0098224,tt0108636
nm0000728	Mario Adorf	1930	\N	actor,writer,soundtrack	tt0082671,tt0103432,tt0112154,tt0098836
nm0000729	Casey Affleck	1975	\N	actor,producer,writer	tt0452623,tt0443680,tt4034228,tt1206543
nm0000730	John Agar	1921	2002	actor,music_department	tt0066831,tt0040369,tt0041841,tt0049516
nm0000731	Brian Aherne	1902	1986	actor,soundtrack	tt0036203,tt0031516,tt0030442,tt0027067
nm0000732	Danny Aiello	1933	\N	actor,producer,soundtrack	tt0097216,tt0093565,tt0102070,tt0110413
nm0000733	Anouk Aimée	1932	\N	actress	tt0056801,tt0061138,tt0053779,tt0055093
nm0000734	Eddie Albert	1906	2005	actor,soundtrack,producer	tt0071771,tt0058808,tt0046250,tt0068687
nm0000735	Brian Aldiss	1925	2017	writer,actor	tt0432260,tt0212720,tt1590816,tt0099612
nm0000736	Robert Aldrich	1918	1983	director,assistant_director,producer	tt0048966,tt0047880,tt0061578,tt0056687
nm0000737	Jane Alexander	1939	\N	actress,producer,soundtrack	tt0124315,tt0065797,tt0079417,tt0086429
nm0000738	Muhammad Ali	1942	2016	actor,soundtrack,writer	tt0108968,tt0076111,tt0056406,tt0077003
nm0000739	Debbie Allen	1950	\N	actress,director,producer	tt0413573,tt0083412,tt0118607,tt0080716
nm0000740	Irwin Allen	1916	1991	producer,writer,director	tt0055608,tt0060036,tt0072308,tt0057798
nm0000741	Tim Allen	1953	\N	actor,producer,miscellaneous	tt0177789,tt0101120,tt0111070,tt0114709
nm0000742	June Allyson	1917	2006	actress,soundtrack	tt0046963,tt0040876,tt0039431,tt0047030
nm0000743	Néstor Almendros	1930	1992	cinematographer,director,actor	tt0079417,tt0084707,tt0077405,tt0080453
nm0000744	Maria Conchita Alonso	1957	\N	actress,soundtrack,producer	tt0092997,tt1186370,tt0093894,tt0100403
nm0000745	Carol Alt	1960	\N	actress	tt0484207,tt0119951,tt1859650,tt0112829
nm0000746	Trini Alvarado	1967	\N	actress,soundtrack	tt0116365,tt0125454,tt0110367,tt0079806
nm0000747	Don Ameche	1908	1993	actor,soundtrack,director	tt0093148,tt0088933,tt0107131,tt0086465
nm0000748	Leon Ames	1902	1993	actor,soundtrack	tt0066473,tt0037059,tt0091738,tt0045586
nm0000749	Mädchen Amick	1970	\N	actress,producer,director	tt0098936,tt0105665,tt0109665,tt0265709
nm0000750	Jon Amiel	1948	\N	director,producer,writer	tt0112722,tt0137494,tt0298814,tt0100822
nm0000751	Suzy Amis	1962	\N	actress,producer,soundtrack	tt0109303,tt0120338,tt0114814,tt0106350
nm0000752	Judith Anderson	1897	1992	actress,soundtrack	tt0088170,tt0049833,tt0032976,tt0051459
nm0000753	Juliet Anderson	1938	2010	actress,director,producer	tt0082707,tt0183031,tt0188213,tt0265023
nm0000754	Kevin Anderson	1960	\N	actor,soundtrack,stunts	tt0093683,tt0102945,tt0118411,tt0413895
nm0000755	Lindsay Anderson	1923	1994	director,actor,writer	tt0063850,tt0070464,tt0083694,tt0057578
nm0000756	Loni Anderson	1945	\N	actress,soundtrack	tt0118539,tt0077097,tt0086379,tt0120770
